age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
26-40,Employed,212465,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,588003,Higher,13,Married,Exec-managerial,Husband,White,Male,15024,0,21-40,North America,>50K
26-40,Employed,46807,Higher,13,Single,Tech-support,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,210498,High,10,Married,Exec-managerial,Husband,White,Male,0,0,61-100,North America,<=50K
26-40,Employed,206951,Higher,14,Married,Sales,Husband,White,Male,0,0,21-40,North America,>50K
41-60,Employed,29320,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,271262,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,76773,High,10,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,109004,Middle,9,Separated,Craft-repair,Unmarried,Black,Male,0,0,21-40,North America,<=50K
41-60,Employed,182303,High,10,Married,Sales,Husband,White,Male,0,0,41-60,North America,>50K
41-60,Government,296253,Higher,14,Separated,Prof-specialty,Unmarried,White,Female,8614,0,41-60,North America,>50K
0-25,Employed,218215,High,10,Single,Sales,Own-child,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,165695,Higher,13,Married,Exec-managerial,Husband,White,Male,0,0,21-40,Other,>50K
41-60,Self-Employed,51271,Middle,9,Married,Farming-fishing,Husband,White,Male,4386,0,61-100,North America,<=50K
0-25,Employed,248978,Middle,7,Married,Handlers-cleaners,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,?,200235,Middle,9,Married,?,Husband,White,Male,0,0,41-60,North America,>50K
41-60,Employed,94429,High,10,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,119793,High,10,Single,Sales,Other-relative,White,Male,0,0,41-60,North America,<=50K
26-40,Government,197764,Higher,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,306982,Higher,13,Married,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,21-40,Asia,>50K
26-40,Employed,197886,High,10,Married,Sales,Husband,White,Male,15024,0,41-60,North America,>50K
41-60,Employed,355728,Middle,9,Separated,Machine-op-inspct,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,121124,Higher,13,Married,Craft-repair,Husband,White,Male,15024,0,41-60,North America,>50K
41-60,Government,193720,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,>50K
0-25,Employed,347292,Middle,9,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,34506,Middle,9,Single,Machine-op-inspct,Unmarried,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,326370,High,10,Single,Adm-clerical,Not-in-family,White,Male,0,0,21-40,Other,<=50K
0-25,?,269221,High,10,Single,?,Own-child,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,63509,High,11,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,190511,Middle,9,Single,Craft-repair,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,268022,Higher,14,Married,Exec-managerial,Husband,White,Male,0,0,41-60,Other,>50K
41-60,Employed,206862,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,189498,Higher,13,Married,Prof-specialty,Husband,White,Male,0,1848,41-60,North America,>50K
26-40,Employed,166320,Middle,9,Single,Prof-specialty,Not-in-family,White,Male,0,0,21-40,North America,<=50K
0-25,?,86337,High,10,Single,?,Not-in-family,White,Female,0,0,0-20,North America,<=50K
41-60,Government,54190,Higher,14,Married,Prof-specialty,Husband,White,Male,0,0,41-60,North America,>50K
0-25,Employed,147069,Middle,6,Single,Sales,Own-child,White,Female,0,0,0-20,North America,<=50K
41-60,Employed,282023,Higher,14,Married,Prof-specialty,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Self-Employed,379485,High,12,Separated,Exec-managerial,Unmarried,White,Male,0,0,41-60,North America,<=50K
0-25,Employed,99829,High,10,Single,Machine-op-inspct,Own-child,White,Female,0,0,21-40,North America,<=50K
41-60,Government,182254,High,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,109428,High,12,Married,Adm-clerical,Wife,White,Female,0,1740,21-40,North America,<=50K
41-60,Self-Employed,351161,Higher,13,Married,Prof-specialty,Husband,White,Male,0,1887,21-40,North America,>50K
41-60,Employed,132716,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,242984,High,10,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,101509,High,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,21-40,North America,<=50K
0-25,?,509629,High,10,Single,?,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,69727,Low,4,Married,Farming-fishing,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,182907,Middle,9,Single,Handlers-cleaners,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,206487,High,10,Married,Prof-specialty,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,168015,Middle,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,21-40,North America,<=50K
26-40,Government,184964,High,10,Separated,Adm-clerical,Not-in-family,White,Male,0,0,21-40,North America,>50K
26-40,Employed,398988,Higher,13,Single,Sales,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,181372,Higher,14,Married,Exec-managerial,Wife,White,Female,0,0,41-60,North America,>50K
26-40,Employed,106935,High,10,Separated,Sales,Not-in-family,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,308498,High,10,Single,Craft-repair,Own-child,White,Male,0,0,0-20,North America,<=50K
26-40,Employed,122127,Higher,13,Single,Prof-specialty,Not-in-family,White,Female,8614,0,21-40,North America,>50K
26-40,Employed,106437,Higher,15,Married,Prof-specialty,Wife,White,Female,0,0,41-60,North America,>50K
41-60,Self-Employed,306289,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,>50K
41-60,Self-Employed,201699,Higher,16,Married,Prof-specialty,Husband,White,Male,0,0,41-60,North America,>50K
41-60,Employed,282062,Middle,5,Married,Transport-moving,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,235108,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,339482,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,181820,High,10,Single,Adm-clerical,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Self-Employed,99335,High,10,Married,Sales,Husband,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,367533,High,10,Married,Machine-op-inspct,Husband,White,Male,2580,0,21-40,North America,<=50K
41-60,Employed,64960,High,11,Married,Prof-specialty,Husband,White,Male,0,1902,41-60,North America,<=50K
41-60,Employed,269095,Middle,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,58683,Higher,13,Married,Exec-managerial,Husband,White,Male,15024,0,41-60,North America,>50K
26-40,Self-Employed,89508,High,10,Married,Exec-managerial,Husband,White,Male,3908,0,41-60,North America,<=50K
0-25,Employed,100999,High,10,Single,Other-service,Own-child,White,Female,0,0,0-20,North America,<=50K
0-25,Employed,34125,Middle,6,Single,Other-service,Own-child,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,115057,Middle,9,Single,Craft-repair,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,139126,Middle,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,61435,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,309230,High,10,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,>50K
0-25,Employed,272615,Middle,7,Single,Craft-repair,Own-child,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,54318,Higher,13,Married,Exec-managerial,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Employed,165519,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,48495,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Employed,143123,Higher,13,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,99146,Higher,13,Married,Sales,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Government,429897,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,41-60,North America,>50K
0-25,Employed,189897,Middle,9,Married,Craft-repair,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,145155,Middle,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,21-40,North America,<=50K
26-40,Government,192257,Middle,9,Single,Protective-serv,Own-child,White,Male,2174,0,21-40,North America,<=50K
0-25,Employed,202989,Middle,9,Single,Prof-specialty,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Self-Employed,192939,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,138692,High,10,Single,Craft-repair,Own-child,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,222249,Middle,9,Single,Adm-clerical,Other-relative,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,56004,High,10,Single,Exec-managerial,Own-child,Black,Female,0,0,21-40,North America,<=50K
41-60,Employed,182313,High,10,Married,Handlers-cleaners,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,277248,Higher,14,Married,Exec-managerial,Husband,White,Male,0,0,41-60,Other,>50K
0-25,Employed,125031,Middle,9,Single,Handlers-cleaners,Other-relative,White,Male,0,0,21-40,North America,<=50K
41-60,Government,216414,Higher,16,Married,Prof-specialty,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,356133,High,10,Single,Prof-specialty,Other-relative,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,185397,High,12,Separated,Craft-repair,Not-in-family,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,308285,Middle,9,Single,Craft-repair,Own-child,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,56651,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Government,44706,Higher,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,41-60,North America,>50K
26-40,?,222548,High,10,Married,?,Wife,White,Female,0,0,0-20,North America,<=50K
26-40,Employed,248754,High,10,Married,Machine-op-inspct,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,104981,Middle,9,Single,Sales,Not-in-family,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,315065,High,10,Single,Other-service,Unmarried,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,188325,Middle,9,Married,Other-service,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,221661,Middle,9,Single,Sales,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,169122,High,10,Married,Prof-specialty,Husband,White,Male,0,0,41-60,North America,<=50K
41-60,Employed,216734,High,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,98101,Low,4,Married,Transport-moving,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,292511,High,10,Single,Other-service,Own-child,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,122971,High,10,Single,Sales,Own-child,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,124953,Higher,13,Single,Prof-specialty,Own-child,White,Male,0,0,41-60,North America,<=50K
41-60,Employed,123011,High,10,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,76417,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,<=50K
41-60,Employed,351576,Higher,13,Single,Sales,Not-in-family,White,Male,0,0,41-60,North America,>50K
41-60,Government,33794,Higher,13,Married,Tech-support,Husband,White,Male,3103,0,21-40,North America,>50K
26-40,Employed,79923,Higher,14,Married,Prof-specialty,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Employed,117983,Middle,6,Separated,Other-service,Unmarried,White,Female,0,0,41-60,North America,<=50K
26-40,Employed,186110,High,10,Married,Transport-moving,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,187589,Middle,9,Married,Handlers-cleaners,Husband,White,Male,5178,0,21-40,North America,>50K
61-100,?,64101,Middle,8,Married,?,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Self-Employed,162923,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,<=50K
0-25,Employed,288519,Higher,13,Single,Adm-clerical,Not-in-family,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,33798,High,11,Married,Machine-op-inspct,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,195734,Middle,9,Single,Adm-clerical,Own-child,White,Female,2354,0,21-40,North America,<=50K
0-25,Employed,214120,Middle,9,Single,Priv-house-serv,Own-child,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,113515,Middle,9,Single,Exec-managerial,Not-in-family,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,98515,High,11,Separated,Tech-support,Unmarried,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,187715,High,10,Married,Sales,Husband,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,123964,High,10,Married,Sales,Husband,White,Male,4386,0,41-60,North America,<=50K
26-40,Employed,68991,Middle,9,Single,Other-service,Unmarried,Black,Male,0,0,21-40,North America,<=50K
0-25,Employed,198320,Middle,9,Single,Other-service,Not-in-family,White,Female,0,0,41-60,North America,<=50K
26-40,Employed,709798,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,41-60,North America,>50K
41-60,Employed,372838,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,160402,High,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,98475,Higher,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,136985,High,12,Single,Tech-support,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,187356,High,10,Married,Craft-repair,Husband,White,Male,0,0,61-100,North America,<=50K
41-60,Government,107231,High,10,Married,Exec-managerial,Husband,White,Male,0,1740,21-40,North America,<=50K
0-25,Employed,305874,High,10,Single,Transport-moving,Own-child,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,290922,Higher,14,Single,Prof-specialty,Own-child,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,248254,High,10,Married,Prof-specialty,Wife,White,Female,7298,0,21-40,North America,>50K
26-40,Employed,247321,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,214702,Middle,9,Single,Craft-repair,Not-in-family,White,Male,0,1974,21-40,North America,<=50K
26-40,Employed,561334,High,10,Married,Exec-managerial,Husband,White,Male,0,0,41-60,North America,>50K
26-40,?,224886,Middle,9,Married,?,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Government,401134,Higher,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,258170,Middle,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,21-40,North America,<=50K
61-100,?,141181,Middle,5,Married,?,Husband,White,Male,0,0,0-20,North America,<=50K
0-25,Employed,300871,High,10,Married,Tech-support,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,136721,Middle,8,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,?,140399,High,10,Single,?,Other-relative,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,109133,High,10,Single,Exec-managerial,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,186534,Middle,9,Married,Sales,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Employed,241885,High,10,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,97165,High,10,Single,Machine-op-inspct,Other-relative,White,Female,0,0,21-40,North America,<=50K
41-60,Government,178309,High,10,Separated,Prof-specialty,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Self-Employed,481987,Middle,6,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,215211,Middle,9,Married,Sales,Husband,White,Male,0,0,41-60,North America,<=50K
26-40,Government,194901,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,21-40,North America,>50K
41-60,Employed,340885,Higher,13,Married,Machine-op-inspct,Husband,White,Male,0,1977,21-40,North America,>50K
26-40,Government,190290,High,11,Single,Protective-serv,Not-in-family,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,188569,High,10,Single,Adm-clerical,Not-in-family,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,162282,High,11,Single,Exec-managerial,Own-child,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,287315,High,10,Married,Exec-managerial,Husband,White,Male,0,0,41-60,North America,>50K
61-100,?,200878,Middle,9,Widowed,?,Not-in-family,White,Female,0,0,0-20,North America,<=50K
26-40,Government,256864,High,11,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,37778,High,10,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,<=50K
61-100,Self-Employed,103643,Middle,9,Married,Sales,Husband,White,Male,0,0,0-20,North America,>50K
26-40,Employed,156257,High,10,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,>50K
0-25,?,113185,Middle,7,Single,?,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Self-Employed,112262,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,<=50K
0-25,Employed,28031,Middle,5,Single,Other-service,Own-child,White,Male,0,0,0-20,North America,<=50K
41-60,Employed,320102,Higher,16,Married,Prof-specialty,Husband,White,Male,0,0,41-60,North America,>50K
41-60,Employed,278900,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,142528,High,10,Single,Sales,Own-child,White,Male,0,0,0-20,North America,<=50K
41-60,Government,343014,High,10,Married,Exec-managerial,Husband,Black,Male,0,0,21-40,North America,<=50K
26-40,Self-Employed,81030,Higher,16,Married,Prof-specialty,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Self-Employed,34007,Middle,9,Married,Farming-fishing,Husband,White,Male,0,0,61-100,North America,>50K
26-40,Employed,29662,High,10,Single,Sales,Not-in-family,White,Female,0,0,41-60,North America,<=50K
41-60,Employed,347446,Middle,5,Married,Machine-op-inspct,Husband,Black,Male,0,0,21-40,North America,<=50K
26-40,Employed,90668,Middle,9,Single,Adm-clerical,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,190403,Higher,13,Married,Other-service,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,109015,High,10,Married,Exec-managerial,Wife,White,Female,7688,0,41-60,North America,>50K
26-40,Employed,234807,Higher,13,Married,Exec-managerial,Wife,White,Female,0,0,41-60,North America,>50K
0-25,Employed,157131,Middle,7,Single,Sales,Own-child,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,94081,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,>50K
61-100,Employed,135566,Middle,9,Widowed,Sales,Unmarried,White,Female,2329,0,0-20,North America,<=50K
26-40,Employed,103164,Middle,7,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,570002,High,10,Single,Sales,Own-child,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,289405,High,10,Single,Sales,Own-child,White,Male,0,1602,0-20,North America,<=50K
0-25,Employed,239461,Higher,14,Single,Prof-specialty,Own-child,White,Male,0,0,21-40,North America,<=50K
26-40,Self-Employed,443546,High,11,Married,Sales,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Government,141029,Higher,14,Separated,Prof-specialty,Not-in-family,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,207202,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Employed,222989,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,21-40,North America,<=50K
61-100,Self-Employed,36325,Middle,9,Married,Farming-fishing,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,73394,High,10,Married,Exec-managerial,Wife,White,Female,0,0,41-60,North America,<=50K
0-25,Employed,249046,Middle,6,Married,Handlers-cleaners,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,101352,High,10,Married,Tech-support,Wife,White,Female,0,0,21-40,North America,>50K
41-60,Employed,340476,Middle,9,Separated,Sales,Unmarried,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,192711,High,10,Single,Handlers-cleaners,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,273362,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,>50K
41-60,Employed,100451,Middle,9,Married,Craft-repair,Husband,White,Male,7688,0,21-40,North America,>50K
26-40,Employed,85399,Middle,9,Single,Machine-op-inspct,Not-in-family,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,153475,Higher,13,Single,Sales,Not-in-family,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,48347,High,10,Single,Tech-support,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,175071,High,10,Married,Craft-repair,Husband,Black,Male,15024,0,21-40,North America,>50K
61-100,?,129476,Higher,13,Married,?,Husband,White,Male,0,0,0-20,North America,<=50K
0-25,Employed,181772,High,10,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,284317,High,10,Single,Other-service,Own-child,White,Female,0,0,21-40,North America,<=50K
61-100,Self-Employed,111321,Higher,13,Married,Exec-managerial,Husband,White,Male,0,0,0-20,North America,<=50K
41-60,Employed,278476,High,10,Married,Sales,Husband,White,Male,0,0,41-60,North America,>50K
41-60,Employed,39060,Middle,9,Married,Sales,Husband,White,Male,0,0,41-60,North America,>50K
0-25,Employed,397962,Middle,9,Single,Adm-clerical,Other-relative,Black,Female,0,0,21-40,North America,<=50K
26-40,Employed,178370,Middle,9,Separated,Other-service,Unmarried,White,Female,0,0,61-100,North America,>50K
26-40,Employed,176756,High,10,Married,Sales,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,60374,Middle,9,Married,Other-service,Own-child,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,165681,High,10,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,>50K
0-25,Employed,201178,Middle,9,Single,Sales,Not-in-family,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,37250,High,10,Married,Machine-op-inspct,Husband,White,Male,0,1651,21-40,North America,<=50K
41-60,Employed,314149,High,11,Married,Sales,Husband,White,Male,0,1740,41-60,North America,<=50K
0-25,Employed,264593,High,10,Single,Sales,Other-relative,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,159589,Middle,9,Single,Handlers-cleaners,Own-child,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,454915,Middle,9,Single,Handlers-cleaners,Other-relative,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,285131,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,150057,Middle,9,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,210562,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,61-100,North America,<=50K
0-25,Employed,233280,High,12,Single,Sales,Own-child,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,263773,High,10,Married,Adm-clerical,Wife,White,Female,0,0,21-40,North America,>50K
41-60,Employed,96459,Middle,7,Single,Machine-op-inspct,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Government,116608,Middle,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,180007,High,10,Single,Handlers-cleaners,Own-child,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,305466,Middle,9,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,238917,Middle,9,Single,Craft-repair,Other-relative,White,Male,0,0,21-40,Other,<=50K
0-25,Employed,129784,High,10,Single,Other-service,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,367390,High,10,Single,Craft-repair,Unmarried,White,Male,0,0,41-60,North America,<=50K
0-25,Employed,235691,Middle,9,Single,Sales,Unmarried,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,206298,High,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,183523,Higher,13,Single,Prof-specialty,Not-in-family,White,Male,0,0,41-60,North America,<=50K
0-25,Employed,217342,Middle,6,Single,Sales,Own-child,White,Female,0,0,0-20,North America,<=50K
26-40,Government,141858,Higher,15,Married,Prof-specialty,Husband,White,Male,0,0,61-100,North America,<=50K
41-60,Employed,213296,High,10,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,>50K
41-60,Employed,178312,Middle,9,Married,Sales,Husband,White,Male,7298,0,61-100,North America,>50K
26-40,Employed,269723,Middle,9,Single,Exec-managerial,Not-in-family,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,200593,Middle,9,Married,Handlers-cleaners,Husband,White,Male,0,0,41-60,North America,<=50K
0-25,Employed,32616,Higher,13,Single,Adm-clerical,Own-child,White,Female,0,0,0-20,North America,<=50K
0-25,Employed,259510,Higher,13,Married,Prof-specialty,Husband,White,Male,5013,0,21-40,North America,<=50K
41-60,Self-Employed,78104,High,10,Married,Exec-managerial,Husband,White,Male,7298,0,41-60,North America,>50K
0-25,Employed,113703,High,10,Single,Sales,Other-relative,White,Male,0,0,0-20,North America,<=50K
41-60,Employed,187802,High,10,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,440706,Low,4,Married,Machine-op-inspct,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,191834,Middle,9,Separated,Machine-op-inspct,Other-relative,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,149184,Higher,15,Married,Prof-specialty,Husband,White,Male,0,1977,41-60,North America,>50K
41-60,Self-Employed,315998,Higher,13,Married,Exec-managerial,Husband,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,159589,Higher,13,Married,Prof-specialty,Husband,White,Male,7688,0,41-60,North America,>50K
26-40,Employed,60313,Middle,9,Single,Craft-repair,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Government,32855,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,41-60,North America,<=50K
41-60,Employed,142326,Higher,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,41-60,North America,<=50K
61-100,Self-Employed,201965,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,172333,Middle,9,Married,Sales,Husband,White,Male,7688,0,21-40,North America,>50K
26-40,Employed,206541,High,11,Married,Tech-support,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Self-Employed,177828,Middle,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,303440,Higher,13,Separated,Exec-managerial,Not-in-family,White,Female,0,0,41-60,North America,>50K
0-25,Employed,89991,High,10,Single,Other-service,Own-child,White,Female,0,0,0-20,North America,<=50K
26-40,Employed,186009,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,>50K
